הגרלה,תאריך,1,2,3,4,5,6,המספר החזק/נוסף,מספר_זוכים_לוטו,מספר_זוכים_דאבל_לוטו,
2085,13/10/2009,2,11,15,19,28,36,6,0,0,
2084,10/10/2009,2,6,12,17,32,37,6,1,0,
2083,06/10/2009,3,12,20,22,25,28,8,0,0,
2082,03/10/2009,1,14,16,17,26,34,4,0,0,
2081,29/09/2009,4,8,14,21,22,34,8,0,0,
2080,26/09/2009,2,4,8,11,16,34,2,0,0,
2079,22/09/2009,2,6,8,18,21,29,8,0,0,
2078,20/09/2009,5,6,10,23,25,34,8,0,0,
2077,15/09/2009,21,23,25,30,31,33,2,1,0,
2076,12/09/2009,14,17,24,30,32,35,7,0,0,
2075,08/09/2009,8,14,20,21,28,35,1,0,0,
2074,05/09/2009,3,10,14,17,22,37,3,0,0,
2073,01/09/2009,4,8,11,16,27,31,1,0,0,
2072,29/08/2009,7,8,11,12,20,35,6,0,0,
2071,25/08/2009,6,7,14,16,17,28,8,0,0,
2070,22/08/2009,1,10,21,22,31,34,3,0,0,
2069,18/08/2009,12,17,20,22,25,30,3,0,0,
2068,15/08/2009,8,11,17,21,25,31,2,0,0,
2067,11/08/2009,7,16,20,22,32,34,8,0,0,
2066,08/08/2009,4,13,16,23,33,37,4,0,0,
2065,06/08/2009,4,5,11,28,29,34,1,0,0,
2064,04/08/2009,1,3,16,23,33,37,8,0,0,
2063,01/08/2009,3,5,20,27,33,37,1,0,0,
2062,28/07/2009,1,2,4,22,29,36,4,0,0,
2061,25/07/2009,2,3,4,17,20,26,4,0,0,
2060,21/07/2009,3,7,17,19,21,33,6,0,0,
2059,18/07/2009,6,20,30,32,34,35,7,0,0,
2058,14/07/2009,6,7,10,15,16,20,3,1,0,
2057,11/07/2009,4,17,18,24,26,37,3,1,0,
2056,07/07/2009,2,3,13,14,20,26,2,0,0,
2055,04/07/2009,8,9,14,18,22,37,5,0,0,
2054,02/07/2009,6,11,21,24,25,26,6,0,0,
2053,30/06/2009,2,11,12,21,35,36,6,0,0,
2052,27/06/2009,2,12,24,25,27,28,5,0,0,
2051,23/06/2009,6,11,13,17,26,31,7,0,0,
2050,20/06/2009,8,9,11,28,30,35,2,0,0,
2049,18/06/2009,20,27,30,32,34,37,3,0,0,
2048,16/06/2009,6,18,19,23,27,31,4,0,0,
2047,13/06/2009,2,8,10,18,21,28,2,0,0,
2046,09/06/2009,9,12,14,15,23,34,1,0,0,
2045,06/06/2009,13,23,29,31,32,34,1,0,0,
2044,04/06/2009,5,6,8,16,18,30,3,0,0,
2043,02/06/2009,6,9,12,19,27,32,4,0,0,
2042,30/05/2009,2,22,24,32,36,37,7,0,0,
2041,26/05/2009,2,5,9,17,23,33,3,0,1,
2040,23/05/2009,21,23,29,30,31,35,2,0,0,
2039,19/05/2009,4,5,10,11,30,37,4,0,0,
2038,16/05/2009,4,15,20,30,31,35,2,0,0,
2037,12/05/2009,3,6,18,26,27,34,6,0,0,
2036,09/05/2009,13,16,17,19,21,28,4,1,0,
2035,07/05/2009,7,9,28,29,36,37,1,0,0,
2034,05/05/2009,16,24,29,32,36,37,3,0,0,
2033,02/05/2009,5,11,15,20,21,26,5,0,0,
2032,29/04/2009,2,6,13,21,27,31,7,0,0,
2031,25/04/2009,1,5,6,16,27,33,3,0,0,
2030,21/04/2009,10,17,19,32,35,37,4,0,0,
2029,18/04/2009,13,16,18,25,32,33,7,1,0,
2028,15/04/2009,9,12,17,18,33,34,5,0,0,
2027,11/04/2009,4,5,10,11,20,25,5,0,0,
2026,07/04/2009,3,18,21,24,27,29,1,1,0,
2025,04/04/2009,15,17,21,35,36,37,6,0,0,
2024,02/04/2009,1,9,17,25,28,33,2,1,0,
2023,31/03/2009,2,8,21,22,33,35,4,0,0,
2022,28/03/2009,12,13,20,24,28,31,1,0,0,
2021,24/03/2009,2,8,12,21,26,28,5,0,0,
2020,21/03/2009,3,4,12,14,20,31,2,0,0,
2019,17/03/2009,7,9,10,11,20,33,3,0,0,
2018,14/03/2009,3,8,10,11,19,31,2,0,0,
2017,10/03/2009,5,11,15,28,30,34,2,0,0,
2016,07/03/2009,1,2,10,14,17,21,1,0,0,
2015,05/03/2009,1,7,10,24,28,35,1,0,0,
2014,03/03/2009,14,15,16,23,25,35,2,0,0,
2013,28/02/2009,8,14,24,28,34,35,8,0,0,
2012,24/02/2009,3,4,6,25,27,32,7,0,0,
2011,21/02/2009,12,13,17,22,30,33,5,0,0,
2010,17/02/2009,9,11,15,22,24,27,6,0,1,
2009,14/02/2009,1,8,10,16,26,30,6,0,0,
2008,10/02/2009,6,9,12,19,25,29,7,0,0,
2007,07/02/2009,1,4,5,6,19,30,8,0,0,
2006,05/02/2009,4,5,6,8,25,29,9,0,0,
2005,03/02/2009,9,13,15,17,19,32,5,0,0,
2004,31/01/2009,6,10,11,21,23,31,9,0,0,
2003,27/01/2009,3,6,7,10,23,25,7,0,0,
2002,24/01/2009,1,9,10,12,19,34,1,0,0,
2001,20/01/2009,1,5,16,19,26,33,7,1,0,
2000,17/01/2009,7,9,24,25,30,34,8,0,0,
1999,13/01/2009,2,3,11,12,20,30,4,0,0,
1998,10/01/2009,3,4,6,17,27,31,9,0,0,
1997,06/01/2009,5,24,26,27,29,30,5,0,0,
1996,03/01/2009,11,15,17,18,29,30,5,1,0,
1995,01/01/2009,2,4,13,19,29,31,7,0,0,
1994,30/12/2008,10,15,24,29,32,33,5,0,0,
1993,27/12/2008,6,8,10,18,31,32,9,0,0,
1992,25/12/2008,12,20,24,26,30,33,3,0,0,
1991,23/12/2008,1,2,15,17,19,25,7,0,0,
1990,20/12/2008,9,11,12,17,19,23,1,0,0,
1989,16/12/2008,4,11,20,22,30,32,9,0,0,
1988,13/12/2008,4,5,10,19,28,30,6,0,0,
1987,09/12/2008,5,11,12,18,26,34,5,1,0,
1986,06/12/2008,3,17,24,27,30,31,10,0,0,
1985,04/12/2008,4,7,18,21,28,30,5,0,0,
1984,02/12/2008,5,14,15,23,25,34,1,0,0,
1983,29/11/2008,3,8,13,17,22,29,8,0,0,
1982,25/11/2008,2,7,12,16,29,34,5,0,0,
1981,22/11/2008,9,15,18,22,23,24,3,0,0,
1980,18/11/2008,4,8,15,22,28,31,7,0,0,
1979,15/11/2008,4,8,25,26,29,31,4,0,0,
1978,11/11/2008,7,10,13,19,29,33,7,1,0,
1977,08/11/2008,5,19,22,27,29,34,5,0,0,
1976,06/11/2008,5,10,14,15,24,31,9,0,0,
1975,04/11/2008,2,5,11,21,24,31,3,0,0,
1974,01/11/2008,3,9,10,15,17,26,2,0,0,
1973,30/10/2008,2,6,14,26,27,30,2,0,0,
1972,28/10/2008,6,10,23,28,29,30,4,0,0,
1971,25/10/2008,1,7,8,19,24,26,4,0,0,
1970,22/10/2008,7,10,11,13,23,33,6,0,0,
1969,18/10/2008,4,8,17,18,22,32,1,0,0,
1968,14/10/2008,4,7,13,14,15,20,2,0,0,
1967,11/10/2008,9,10,20,24,26,27,7,0,0,
1966,07/10/2008,4,5,14,18,24,31,4,1,0,
1965,04/10/2008,2,9,13,16,20,23,5,1,0,
1964,01/10/2008,3,4,5,7,10,16,6,0,0,
1963,27/09/2008,3,5,9,16,18,26,2,0,0,
1962,23/09/2008,3,12,14,22,27,33,7,0,0,
1961,20/09/2008,10,14,17,26,30,33,10,0,0,
1960,16/09/2008,4,19,24,25,30,34,4,0,1,
1959,13/09/2008,2,3,5,11,13,24,2,0,0,
1958,09/09/2008,13,15,18,22,23,31,3,0,0,
1957,06/09/2008,4,9,12,24,29,33,7,0,0,
1956,02/09/2008,1,5,9,23,24,30,6,0,0,
1955,30/08/2008,13,18,25,26,31,32,1,0,0,
1954,26/08/2008,4,6,15,23,27,33,3,0,1,
1953,23/08/2008,1,2,8,10,19,22,5,0,0,
1952,19/08/2008,10,14,18,19,21,23,5,0,0,
1951,16/08/2008,12,18,19,23,28,29,3,0,0,
1950,12/08/2008,2,9,18,26,28,33,6,0,0,
1949,08/08/2008,3,8,13,20,31,33,10,0,0,
1948,05/08/2008,1,12,17,21,28,32,8,0,0,
1947,02/08/2008,1,19,20,22,28,34,4,1,0,
1946,29/07/2008,2,11,13,17,32,34,6,0,0,
1945,26/07/2008,5,15,21,22,27,29,10,0,0,
1944,22/07/2008,3,10,13,18,21,31,3,1,0,
1943,19/07/2008,12,15,17,18,26,31,9,0,0,
1942,15/07/2008,11,12,13,21,23,24,7,0,0,
1941,12/07/2008,5,8,12,16,21,25,1,0,0,
1940,08/07/2008,3,16,20,23,27,28,5,1,0,
1939,05/07/2008,3,19,25,26,32,34,10,0,0,
1938,01/07/2008,4,11,13,17,24,28,10,1,0,
1937,28/06/2008,4,7,11,14,22,25,7,1,0,
1936,24/06/2008,1,9,15,16,19,34,2,0,1,
1935,21/06/2008,2,9,13,19,23,32,3,0,1,
1934,17/06/2008,3,7,8,22,24,30,8,0,0,
1933,14/06/2008,2,4,19,27,33,34,8,0,0,
1932,11/06/2008,4,12,14,21,24,30,2,0,0,
1931,07/06/2008,1,2,17,18,32,34,6,0,0,
1930,03/06/2008,3,4,6,13,21,30,6,0,0,
1929,31/05/2008,2,8,20,25,31,32,9,0,0,
1928,27/05/2008,2,3,4,12,18,28,6,0,0,
1927,24/05/2008,1,2,16,17,20,31,3,0,0,
1926,20/05/2008,1,12,16,20,22,23,8,1,0,
1925,17/05/2008,5,9,13,24,27,31,2,0,0,
1924,13/05/2008,6,12,13,16,28,32,6,0,0,
1923,10/05/2008,6,11,18,25,29,30,8,0,0,
1922,06/05/2008,3,10,18,27,28,30,2,1,0,
1921,03/05/2008,11,18,22,24,26,29,5,2,0,
1920,29/04/2008,4,13,19,23,27,28,1,0,0,
1919,26/04/2008,1,2,3,6,7,17,6,0,0,
1918,22/04/2008,5,7,9,17,25,30,8,0,0,
1917,18/04/2008,1,5,8,14,21,23,10,0,0,
1916,15/04/2008,6,11,23,25,28,29,3,1,0,
1915,12/04/2008,3,12,19,26,29,33,8,0,0,
1914,08/04/2008,2,10,11,13,14,17,7,1,0,
1913,05/04/2008,6,9,12,18,19,31,6,1,0,
1912,01/04/2008,5,7,12,16,18,34,4,0,0,
1911,29/03/2008,5,7,9,20,26,31,9,1,0,
1910,25/03/2008,13,28,29,31,32,34,10,1,0,
1909,22/03/2008,2,4,21,26,27,33,4,0,0,
1908,18/03/2008,8,11,14,26,28,29,1,0,0,
1907,15/03/2008,5,13,17,22,25,34,7,0,0,
1906,11/03/2008,1,7,8,16,17,24,3,0,0,
1905,08/03/2008,6,19,20,21,25,32,9,0,0,
1904,04/03/2008,9,11,12,20,30,33,7,0,0,
1903,01/03/2008,5,7,15,23,27,32,4,0,0,
1902,26/02/2008,7,14,15,24,27,34,9,0,0,
1901,23/02/2008,3,4,22,23,24,26,1,0,0,
1900,19/02/2008,3,7,13,15,21,26,7,0,0,
1899,16/02/2008,3,8,14,16,17,21,3,0,0,
1898,12/02/2008,9,17,18,20,33,34,8,0,0,
1897,09/02/2008,2,12,20,24,29,31,9,1,0,
1896,05/02/2008,6,10,16,17,20,32,8,0,0,
1895,02/02/2008,2,7,8,14,21,33,2,1,1,
1894,29/01/2008,2,3,23,25,31,32,8,0,0,
1893,26/01/2008,6,14,17,26,30,32,7,0,0,
1892,22/01/2008,2,3,7,15,17,28,8,0,0,
1891,19/01/2008,7,12,17,21,25,29,2,0,0,
1890,15/01/2008,2,3,7,11,20,28,8,0,0,
1889,12/01/2008,10,12,16,28,29,31,6,1,0,
1888,08/01/2008,8,10,17,22,26,31,1,0,0,
1887,05/01/2008,4,7,11,15,18,31,9,0,0,
1886,31/12/2007,1,3,6,18,22,28,2,0,0,
1885,29/12/2007,5,15,17,23,27,30,2,0,0,
1884,25/12/2007,2,3,9,10,14,18,5,0,0,
1883,22/12/2007,2,5,14,20,22,30,8,0,0,
1882,18/12/2007,3,11,13,16,17,33,8,0,0,
1881,15/12/2007,3,4,15,17,18,33,9,0,0,
1880,11/12/2007,14,17,18,22,25,34,5,1,0,
1879,08/12/2007,5,13,25,28,32,34,6,0,0,
1878,06/12/2007,10,14,17,23,24,34,9,0,0,
1877,04/12/2007,3,14,16,23,24,31,1,0,0,
1876,01/12/2007,3,4,8,11,17,19,9,0,0,
1875,27/11/2007,1,2,7,27,29,31,3,0,0,
1874,24/11/2007,7,11,15,19,22,27,3,1,0,
1873,20/11/2007,7,11,15,20,31,33,6,0,0,
1872,17/11/2007,3,4,9,14,15,30,3,0,0,
1871,13/11/2007,3,7,11,14,23,28,4,0,0,
1870,10/11/2007,5,8,10,15,26,30,6,0,0,
1869,06/11/2007,1,19,22,25,27,32,2,0,0,
1868,03/11/2007,10,12,13,19,21,28,4,0,0,
1867,01/11/2007,3,5,15,23,28,32,7,0,0,
1866,30/10/2007,10,14,23,27,30,31,10,0,0,
1865,27/10/2007,2,5,10,11,17,22,4,0,1,
1864,23/10/2007,11,12,15,17,19,31,2,0,0,
1863,20/10/2007,4,7,9,10,24,33,8,0,0,
1862,16/10/2007,6,8,14,18,19,29,5,0,0,
1861,13/10/2007,10,14,17,21,29,30,5,0,0,
1860,11/10/2007,2,7,8,12,26,29,3,0,0,
1859,09/10/2007,5,10,12,22,32,33,1,0,0,
1858,06/10/2007,4,10,12,15,21,29,3,0,0,
1857,02/10/2007,1,2,3,5,33,34,2,0,0,
1856,29/09/2007,1,2,11,18,28,34,3,0,0,
1855,25/09/2007,1,6,7,10,26,29,6,0,0,
1854,23/09/2007,8,16,17,22,23,24,1,0,1,
1853,18/09/2007,4,16,19,28,30,32,10,1,0,
1852,16/09/2007,3,4,9,16,23,27,3,1,0,
1851,11/09/2007,3,12,15,26,33,34,10,0,0,
1850,08/09/2007,3,10,18,21,25,27,2,0,0,
1849,06/09/2007,2,6,22,31,32,33,5,0,0,
1848,04/09/2007,3,14,20,31,33,34,7,2,0,
1847,01/09/2007,1,3,8,11,20,31,9,0,0,
1846,28/08/2007,20,28,29,30,32,34,3,0,0,
1845,25/08/2007,7,13,15,22,30,32,5,0,0,
1844,21/08/2007,5,13,21,25,31,33,3,0,0,
1843,18/08/2007,6,7,12,21,28,30,8,0,0,
1842,14/08/2007,3,9,10,16,30,32,8,0,1,
1841,11/08/2007,3,7,9,15,18,29,1,0,0,
